Dialogue ID,Dialogue,All CS,Selection,Response,Multi Selection,Multi Response,Cause,Desire,Desire_o,React,React_o,Motivation,Prerequisite,Constituent,Subsequent,Attribute,Total,Prev ?,Response ?,Ends
soda_3153_hurtsbut_togetherwhy_reactim_actuallythere,"Speaker (Other): Hey, Karlee. I saw you with a new partner today. What happened to us?
Listener (You): Well, Remington, I think it's time we moved on. We're not compatible anymore and I think it's best for both of us if we end things.
Speaker (Other): But why? I thought we were doing fine.
Listener (You): No, we weren't. You're always criticising me and finding fault in everything I do. It was driving me crazy.
Speaker (Other): So you just decided to dump me without even talking to me about it first?
Listener (You): Yes, I did. And I think it was for the best. We're better off as friends anyway.
Speaker (Other): I don't know if I can be friends with you after this, Karlee. It hurts too much.","The Speaker (Other) is possessive and has a hard time letting go of past relationships.

The previous dialogue turn depends on the listener realizing that their actions have caused pain and hurt to the speaker and expressing regret for their behavior.

The previous dialogue turn was caused by the difficult and painful process of letting go of a romantic relationship and trying to transition to a friendship.

The Listener (You) feels relieved to have ended things and is ready to move on with their new partner.

The Speaker (Other) feels betrayed by karlee and is struggling to come to terms with their breakup.

The Speaker (Other) is motivated by the realization that they may have taken karlee for granted and the regret of not appreciating her enough.

The Speaker (Other) wants to confront karlee about her decision and understand her perspective more clearly.

The Listener (You) wants to try to reconcile with speaker and work through their issues.

The previous dialogue turn requires the speaker finds it difficult to separate romantic feelings from friendship.

Next, karlee might apologize and try to mend things with the speaker.",,,,,,,,,,,,,,,,,,
soda_11947_telephone_payphone_nhi_lifeline,"Speaker (Other): Hey, can I use the phone? I need to call my mom.
Listener (You): No, I'm using it. You can wait your turn.
Speaker (Other): But I really need to use it now! Can't you just let me use it for a minute?
Listener (You): No, I'm not finished using it yet. You'll have to wait your turn.
Speaker (Other): But this is an emergency! I need to use the phone now!",,,,,,,,,,,,,,,,,,,
soda_975_oover_sydnii_grieving_abhishek,"Speaker (Other): Have you now? And what might you be looking for me for?
Listener (You): I just wanted to talk to you again. You're so beautiful and I love how serene you always look.
Speaker (Other): Thank you, that's very kind of you to say. But why me? There are plenty of other flowers here in the park.
Listener (You): Yes, but none of them are like you. You always seem so peaceful and content, no matter what's going on around you. I could really use a friend like that right now. Life has been feeling a bit overwhelming lately and I could use some peace and calm in my life.
Speaker (Other): Well, I'm glad I can be of help, even if it is just in a small way. It sounds like life has been tough for you lately. Do you want to talk about it?
Listener (You): Yes, I do. It's been really hard lately. My mom died a few months ago and I've been struggling to deal with it. I miss her so much.
Speaker (Other): I'm so sorry to hear that, Lizabeth. That must be really tough for you. But it's okay to feel sad and scared and all the other emotions you're probably feeling. They're all a part of grieving and it will take time for you to heal.","The previous dialogue turn depends on recognizing that grief is a process and that healing takes time, so lizabeth should not expect to snap out of it quickly or be hard on herself for feeling sad.

The Speaker (Other) is insightful and able to offer helpful advice.

The Listener (You) wants to spend more time with flowers and nature in general, as she finds it soothing and healing.

The Speaker (Other) feels a sense of responsibility towards lizabeth and wants to make sure they say the right things to support her.

The Speaker (Other) wants to give lizabeth a small gift or token of comfort, such as a homemade baked good or a handwritten note of encouragement.

The previous dialogue turn was caused by the peaceful and calming atmosphere of the park, which can encourage emotional healing.

The Listener (You) feels grateful for speaker's empathy and understanding.

The previous dialogue turn requires the listener is open to receiving help and guidance from the speaker.

Next, the speaker and lizabeth might continue to meet and have conversations, developing a friendship based on mutual understanding and support.

The Speaker (Other) is motivated by a spiritual or philosophical belief that all living things are connected and that supporting others is a fundamental part of that connection.",,,,,,,,,,,,,,,,,,
soda_7004_rowing_troubles_exhale_disappears,"Speaker (Other): It's so beautiful here.
Listener (You): Yeah, I love it. It's so peaceful.
Speaker (Other): I know. I feel like I can just relax and breathe here.","The Listener (You) feels inspired to be more mindful of nature's beauty and importance.

Next, the speaker might pull out a book and start reading.

The Speaker (Other) wants to capture some photos of this place to show their friends and family later.

The previous dialogue turn was caused by the absence of noise pollution and the tranquility of the environment.

The Listener (You) wants to stay here for a while and take a break from the busy city life.

The previous dialogue turn depends on being able to let go of worries and just enjoy the moment.

The Speaker (Other) feels grateful for being able to visit such a serene place.

The previous dialogue turn requires there are no external stressors or distractions present.

The Speaker (Other) is motivated by a desire to connect with nature and its peaceful energy.

The Speaker (Other) is likely someone who lives a fast-paced and stressful life.",,,,,,,,,,,,,,,,,,
soda_9523_megha_youwhat_murals_sculpting,"Speaker (Other): Hey guys, what's up?
Listener (You): Not much, what's up with you?
Speaker (Other): I'm good, just wanted to say hi.
Listener (You): Hey, we were just talking about the new art project that we're starting in class. Willa, do you want to join us?
Speaker (Other): Yeah, sure. I love art projects.",,,,,,,,,,,,,,,,,,,
soda_11238_downgrading_carpooling_anxietyinducing_1750,"Speaker (Other): Alright, so it looks like you have a lot of bills here.
Listener (You): Yeah, I know. I'm really behind on everything.
Speaker (Other): Well, let's see if we can get you caught up. Do you have a budget?
Listener (You): Not really. I just kind of spend whatever I have each month.
Speaker (Other): Okay, well let's start by putting your bills in chronological order so we know what's due when. Then we can figure out how much you need to budget for each bill every month. Sound good?","The previous dialogue turn requires the listener has access to previous bills and payment due dates.

The previous dialogue turn was caused by the listener's lack of organization and planning.

The Speaker (Other) is motivated by a sense of satisfaction in helping people gain control over their finances.

Next, the speaker might suggest that the listener negotiate with some of their bill providers for more favorable payment terms or rates.

The Listener (You) feels embarrassed that they don't have a budget and has been spending without thinking.

The previous dialogue turn depends on calculating the total amount due for all bills and dividing it by the number of months until they are all paid off to determine how much to budget each month.

The Listener (You) wants to create a detailed list of all their monthly expenses so they can track their spending.

The Speaker (Other) is patient and willing to help others.

The Speaker (Other) feels empathetic towards the listener's situation and wants to find a solution.

The Speaker (Other) wants to work out a payment plan for the bills.",,,,,,,,,,,,,,,,,,
soda_2190_bikingnothing_exactlyits_yeahthe_latelya,"Speaker (Other): Hey, Cross. It's great to see you again.
Listener (You): Hey, Tuff. I'm glad to see you too. How are you doing?
Speaker (Other): I'm doing well, thanks for asking. I've been really busy with work lately but I'm enjoying it. And you? How's your job going?
Listener (You): It's going good. I like my job a lot and my co-workers are great. But I've been feeling a little stressed out lately because of all the work we have to do.
Speaker (Other): That sounds tough. I know how that feels. But it's important to find time to relax and take care of yourself too, otherwise you'll just end up burning out.
Listener (You): Yeah, that's true. I need to start taking some time for myself more often instead of just working all the time. Thanks for giving me that advice, Tuff.
Speaker (Other): No problem, Cross. That's what friends are for, right?",,,,,,,,,,,,,,,,,,,
soda_7926_personlikewise_enrolling_jamaica_programmer,"Speaker (Other): Hello, my name is Hank. What is your name?
Listener (You): Hi, I'm Makhia. Nice to meet you!
Speaker (Other): Nice to meet you too, Makhia. What do you do?
Listener (You): I'm a student. I'm studying to be a doctor.
Speaker (Other): That's amazing! I'm a programmer. I work with computers.",,,,,,,,,,,,,,,,,,,
soda_8616_garland_reindeer_christmas_merry,"Speaker (Other): Hey Devan, I wanted to give you your Christmas present early so you would have something to open on Christmas morning.
Listener (You): Oh, thank you! What is it?
Speaker (Other): It's a pair of socks with reindeer on them. I thought you would like them because you always wear socks with reindeer on them.","The previous dialogue turn requires the speaker and listener celebrate christmas.

The Listener (You) wants to show off the socks to friends and family on christmas day.

The Speaker (Other) feels thoughtful because they remembered the listener's fashion preferences.

The Speaker (Other) is observant and pays attention to details.

The Listener (You) feels disappointed that the speaker did not get them a more sentimental gift, as they had shared their love for a particular book series in the past.

The previous dialogue turn was caused by the speaker's observation of the listener's fashion choices during previous christmas seasons.

The previous dialogue turn depends on the speaker wanting the recipient to have something to open on christmas, even if they won't be together on that day.

The Speaker (Other) wants to ask devan if he already has a pair of socks like this.

Next, devan might remember that he forgot to bring a present for the speaker and feel embarrassed.

The Speaker (Other) is motivated by their observation of the listener's taste and interests, recognizing that the listener likes socks with reindeer on them.",,,,,,,,,,,,,,,,,,
soda_11499_entrepreneurial_rapid_advertisement_damned,"Listener (You): Hey, what's up?
Speaker (Other): Not much, what's up with you?
Listener (You): I'm doing really well, actually. I started my own business and it's been doing great. I'm making a lot more money than I ever thought possible.
Speaker (Other): That's amazing! Congratulations! What kind of business did you start?","The previous dialogue turn was caused by the listener's ability to effectively market and promote their business, reaching a wide audience and generating significant revenue.

The Listener (You) feels grateful for the support and encouragement from speaker.

The Speaker (Other) wants to consider branching out and starting their own business in a different field.

The previous dialogue turn requires the listener identified a gap in the market and was able to come up with an original and innovative idea to fill that gap.

The Speaker (Other) is interested in entrepreneurship and enjoys hearing about others' businesses.

The Listener (You) wants to invest a portion of their earnings into a cause or organization they care about.

Next, the speaker may ask the listener about how they started their business and what challenges they faced.

The Speaker (Other) is motivated by the desire to be their own boss and have control over their work.

The Speaker (Other) feels uninterested in the listener's news and is only asking questions to be polite.

The previous dialogue turn depends on asking a follow-up question to show interest and curiosity in the listener's venture",,,,,,,,,,,,,,,,,,
soda_6561_spider_lunchbox_webs_locker,"Speaker (Other): Dre, why did you tell me there was a spider in my hair? I went to check and there wasn't one.
Listener (You): I'm sorry, Quetzalli. I didn't mean to trick you. I just thought it would be funny.
Speaker (Other): Well, it wasn't funny. It was actually kind of scary. I didn't know if there was really a spider or not.","The previous dialogue turn requires quetzalli values honesty and doesn't appreciate being lied to, even in jest.

The Speaker (Other) is very observant of their surroundings and considers the possibility of danger.

The previous dialogue turn was caused by quetzalli's arachnophobia and anxiety over the possibility of a spider in her hair.

Next, dre might apologize more genuinely and offer to make it up to quetzalli in some way.

The Listener (You) feels distrustful of dre now, wondering if they can trust what they say or if they'll always be pulling pranks like this.

The Speaker (Other) is motivated by a fear of insects. even the thought of a spider in their hair was enough to make them scared.

The previous dialogue turn depends on intentionally creating panic or anxiety in someone for the sake of amusement, without considering the potential consequences.

The Speaker (Other) wants dre to be more considerate and respectful of his/her feelings in the future.

The Listener (You) wants to avoid any similar pranks from dre in the future.

The Speaker (Other) feels relieved that there wasn't actually a spider in their hair.",,,,,,,,,,,,,,,,,,
soda_13781_1920s_medieval_historical_era,"Speaker (Other): So, my editor asked me to come in and talk about my book project. Apparently, she liked the article I wrote for the magazine and wants to see more of my work.
Listener (You): Yes, we were very impressed with your article. It was well-written and engaging. We think you have a lot of potential as a writer.
Speaker (Other): Thank you, that means a lot coming from you. I'm really excited about this book project – I've been working on it for months now and I think it has a lot of potential.
Listener (You): That's great to hear! Can you tell me more about the book? What is it about?
Speaker (Other): It's a historical fiction novel set in medieval Spain. It follows the story of a young woman who is forced to marry a man she doesn't love and the challenges she faces as she tries to make the best of her situation.",,,,,,,,,,,,,,,,,,,
soda_14090_zoom_scooter_independence_realization,"Speaker (Other): Hey, Dad.
Listener (You): Hey, sweetie. How are you doing?
Speaker (Other): I'm good. Just enjoying my independence.
Listener (You): That's great, honey. I'm glad you're doing well.
Speaker (Other): Yeah, I really like being able to do things on my own and not having to rely on anyone else.","The Speaker (Other) wants to travel around the world and experience different cultures.

The Speaker (Other) is motivated by a desire to test their limits and see what they're capable of without assistance.

Next, the listener may offer to share some tips or advice on how to manage finances or navigate other issues related to independence.

The Speaker (Other) is someone who enjoys challenges and taking risks to achieve their goals.

The Speaker (Other) feels a bit apprehensive but excited about the new-found freedom.

The previous dialogue turn requires the speaker has access to resources and tools that enable them to accomplish tasks on their own.

The Listener (You) feels a little bit sad that speaker has grown up so fast and no longer needs her as much.

The previous dialogue turn depends on it implies a desire for self-sufficiency and self-reliance.

The previous dialogue turn was caused by the speaker's newfound sense of responsibility and accountability for their own actions.

The Listener (You) wants to offer some advice about how to maintain independence while also staying connected with loved ones.",,,,,,,,,,,,,,,,,,
soda_12433_absurdity_glorified_insubordinate_disregard,"Listener (You): I think we need to talk about what happened last week.
Speaker (Other): Yes, I agree. What exactly are you referring to?","The previous dialogue turn requires the listener initiated the conversation about last week.

The Speaker (Other) is mature and takes responsibility for their actions.

The previous dialogue turn depends on exploring potential solutions or ways to prevent similar incidents from happening in the future.

The Speaker (Other) feels a bit frustrated, as they had been hoping to avoid talking about last week and focus on moving forward.

The Speaker (Other) is motivated to express their own concerns and emotions, as well as understanding the listener's point of view.

The Speaker (Other) wants to acknowledge any mistakes that were made and how they can be avoided in the future.

The Listener (You) wants to confirm if speaker is aware of the gravity of what occurred.

The Listener (You) feels hesitant and unsure about bringing up the topic.

The previous dialogue turn was caused by a conflict of interest that needs to be resolved.

Next, they might come to a resolution and decide on a plan for moving forward.",,,,,,,,,,,,,,,,,,
soda_3834_aloneim_familyit_hobbiesi_intellectually,"Speaker (Other): Hey, I've been struggling a lot lately. Just feeling really down and unmotivated.
Listener (You): I'm sorry to hear that. What's been going on?
Speaker (Other): It's just been really hard lately. I don't know, everything seems pointless and I can't seem to find any joy in anything. It all just feels so hard and like I can't do anything right.","The Speaker (Other) is motivated by a sense of purpose and accomplishment, which they currently feel is lacking.

The Listener (You) wants to express empathy and offer support for speaker, reminding them that they are not alone in their struggle.

Next, the listener might suggest that the speaker should seek professional help or counseling to address their mental health concerns.

The previous dialogue turn requires the speaker is facing a lot of stress or pressure in their personal or professional life.

The previous dialogue turn was caused by this could be caused by a chemical imbalance in the brain, which can affect mood and motivation.

The Speaker (Other) feels lost and disconnected.

The Speaker (Other) is in a state of depression and has lost interest in most things.

The previous dialogue turn depends on a negative self-image and self-doubt, leading to a sense of not being able to do anything right.

The Listener (You) feels overwhelmed by what speaker shared and may need some time to process before responding.

The Speaker (Other) wants some advice on how to deal with these feelings.",,,,,,,,,,,,,,,,,,
soda_10382_handeye_nonproductive_reflex_actionbased,"Speaker (Other): I think video games can be beneficial.
Listener (You): How so?
Speaker (Other): They can help improve problem-solving skills and hand-eye coordination.",,,,,,,,,,,,,,,,,,,
soda_2848_overstockcom_wayfair_eclectic_hosting,"Speaker (Other): Thank you, it's nice to be here. Your home is lovely.
Listener (You): Thank you, we've been working on it for a while. We just moved in last month.
Speaker (Other): It looks great. I'm sure it was a lot of work, but it was worth it. Your home is really beautiful.
Listener (You): Thank you! We put a lot of effort into making it look just the way we wanted. It was definitely worth all the hard work in the end.
Speaker (Other): I'm sure it was. It looks like it would be a great place to entertain guests.
Listener (You): Yes, we love hosting parties and gatherings here. We just had a big dinner party last week and it was a lot of fun.
Speaker (Other): That sounds like it would be a lot of fun. I'm sure your guests loved it.",,,,,,,,,,,,,,,,,,,
soda_15697_lowlevel_ajla_taker_mba,"Listener (You): I want to be more involved in my career. I don't want to just be a puppet.
Speaker (Other): Now Elvis, you know we've always worked well together. I'm your manager and I've always had your best interests at heart.
Listener (You): But I need to be able to make decisions about my career. I should have a say in what happens with my music.
Speaker (Other): You're young, and you're still learning. Let me handle the business side of things, and you focus on the music.
Listener (You): But I can't keep being a puppet forever. I want more control over my career. Otherwise, I'm going to start making decisions without consulting you first.
Speaker (Other): All right, Elvis. You can have more input into your career from now on. But remember, I'm still here to help guide you and give you advice when needed.""","The previous dialogue turn requires the listener is open to receiving guidance and advice from the speaker when needed.

Next, ... elvis might start making some decisions without consulting the speaker, as he previously threatened.

The Listener (You) wants to start attending more industry events in order to network and gain a better understanding of the music business.

The previous dialogue turn depends on the speaker recognizing that elvis's aspirations and interests may not always align with the speaker's own goals for his career.

The Speaker (Other) is motivated by the belief that collaboration and compromise lead to better outcomes.

The Speaker (Other) wants to give elvis more exposure by booking him for bigger gigs, organizing tours and promoting his music on various platforms.

The Speaker (Other) feels hesitant about giving elvis more control but wants to maintain a supportive relationship.

The Listener (You) feels relieved that they have finally been heard and granted more control over their own career. they appreciate speaker's willingness to compromise.

The previous dialogue turn was caused by the listener's frustration with feeling like they were not playing an active enough role in their career.

The Speaker (Other) is experienced and understands the delicate balance between business and creativity in the music industry.",,,,,,,,,,,,,,,,,,
soda_8880_nudity_nudist_nude_hangup,"Speaker (Other): Hey, I'm going for a run. Do you want to come with me?
Listener (You): No, I don't think so. I'll just stay here and watch TV.
Speaker (Other): Okay, see you later then.",,,,,,,,,,,,,,,,,,,
soda_256_sourdough_wheat_loaf_bread,"Listener (You): Hi there. I forgot to buy bread when I was here earlier and now I need it. Can I just get a loaf please?
Speaker (Other): Of course. What type of bread would you like? We have white, wheat, rye, and sourdough.",,,,,,,,,,,,,,,,,,,
soda_483_advancement_shopkeepers_highperforming_wellcompensated,"Listener (You): Hey boss, what's up?
Speaker (Other): Not much, just getting some work done. What about you?
Listener (You): I'm just finishing up my work for the day. I wanted to ask if you had a minute to talk about something.
Speaker (Other): Sure, what's up?
Listener (You): Well, I was wondering if there might be any opportunity for me to move up in the company. I really enjoy my job and I feel like I'm doing a good job. I would love to have the opportunity to advance in my career.
Speaker (Other): That's a great attitude, Arlin! I can definitely say that you are one of our most dedicated and hardworking employees. We certainly value your contributions to the company. As far as opportunities for advancement go, we do have an opening in our sales department that you might be interested in. It's a higher paying position and would give you more responsibilities and authority. Of course, it would also require more work hours and some travel. Are you interested?",,,,,,,,,,,,,,,,,,,
soda_5143_debates_firms_correspondence_contributions,Speaker (Other): I really enjoy my work here and I want to keep doing it. I'm motivated to keep working hard and improve my skills. I look forward to continuing my career and helping contribute to the company's success.,,,,,,,,,,,,,,,,,,,
soda_12817_meanso_nephew_spoiling_niece,"Speaker (Other): Hey, Cadence. I'm really glad you're here.
Listener (You): Yeah, me too. It's been a while since we've seen each other.
Speaker (Other): I know. I've been meaning to call you, but I've just been so busy lately.",,,,,,,,,,,,,,,,,,,
soda_1677_johannes_assist_puzzles_entering,"Listener (You): Hey, Richard! How are you today?
Speaker (Other): I'm good, Joaquin. How are you?
Listener (You): I'm doing well. Thanks for asking. So, what's up?
Speaker (Other): Not much. Just getting some work done.
Listener (You): Yeah, me too. I really appreciate your help with everything.
Speaker (Other): No problem. I'm happy to help out however I can.",,,,,,,,,,,,,,,,,,,
soda_8140_lane_swerve_lanes_collision,"Speaker (Other): Oh no, I'm in the wrong lane!
Listener (You): What's wrong?
Speaker (Other): I accidentally got in the left lane and now there are too many cars around me. I can't get back over to the right lane.","Next, the speaker might miss their exit and have to take a longer route to their destination.

The Listener (You) feels relieved because they're in the passenger seat and not the one driving.

The previous dialogue turn was caused by rush hour traffic.

The Speaker (Other) wants to take a deep breath and stay calm, knowing that stressing out will only make the situation worse.

The previous dialogue turn depends on checking the rearview mirror and blind spot before attempting to switch lanes.

The Listener (You) wants to suggest an alternative route or exit that could solve the problem.

The Speaker (Other) feels trapped and helpless as they struggle to change lanes amidst the stream of cars.

The Speaker (Other) is easily flustered and prone to making mistakes.

The Speaker (Other) is motivated by a need for control and to be in the ""right"" place on the road.

The previous dialogue turn requires there are no exits or opportunities to turn off the road for the speaker, forcing them to remain in the left lane until they can safely transition back to the right lane.",,,,,,,,,,,,,,,,,,
soda_14787_protocols_chancellor_nicolaus_demolition,"Listener (You): It's nice to finally meet you, Owen. I've heard a lot about you.
Speaker (Other): Oh, yeah? What have you heard?",,,,,,,,,,,,,,,,,,,
soda_2236_grounded_ummmno_nopets_maryssa,"Speaker (Other): I'm just hanging out, trying to stay out of trouble.
Listener (You): Yeah, I know how that is. So listen, I was wondering if I could go out with my friends tonight.
Speaker (Other): Oh, I don't think so. You're grounded remember? Mom and Dad said you can't go out until your grades improve.
Listener (You): But that was like a week ago and my grades have gone up since then! Please, Talan. I'll do anything.
Speaker (Other): Nope sorry little brother, you're still grounded. Maybe next time.
Listener (You): This is so unfair! You're such a rebel, why can't you just let me go?
Speaker (Other): Hey, I'm not the one who got grounded. You did that to yourself.",,,,,,,,,,,,,,,,,,,
soda_11299_groove_balancing_strenuous_melting,"Speaker (Other): It's so nice to finally have some time to myself. I feel like I've been running around non-stop for weeks.
Listener (You): I know, it feels like we're always on the go. It's nice to just relax and enjoy the scenery for a while.
Speaker (Other): Yeah, it really is. I forgot how much I love driving with the windows down and the wind in my hair. It's so freeing.",,,,,,,,,,,,,,,,,,,
soda_2307_reis_awayit_cityi_hotlines,"Speaker (Other): Kenai, I need to talk to you about something.
Listener (You): What is it?
Speaker (Other): I've noticed that you've been really upset lately and I want to help you if I can. But in order to do that, I need to understand what's going on with you. Can you talk to me about what's going on?","The previous dialogue turn was caused by kenai's financial problems.

The Speaker (Other) is motivated by a personal need to be a caring and understanding individual.

The Speaker (Other) feels prepared to support kenai in any way they can.

The Listener (You) feels ashamed of their emotions and is reluctant to share them.

The Listener (You) wants to provide kenai with resources and support to help him deal with his emotional distress.

The Speaker (Other) wants to remind listener that they are not alone and that they have people who care about them.

The Speaker (Other) is observant and notices changes in others' behavior.

Next, kenai might feel overwhelmed and end up shutting down instead of opening up to the speaker.

The previous dialogue turn requires the listener feels comfortable enough to confide in the speaker.

The previous dialogue turn depends on emphasizing the importance of communication in developing a stronger relationship between the speaker and listener",,,,,,,,,,,,,,,,,,
soda_3947_wilderness_survival_edible_leanto,"Speaker (Other): So, what are some of the most important things I need to know in order to survive in the wilderness?
Listener (You): Well, one of the most important things is to know how to find food and shelter. You need to be able to find a safe place to sleep and something to eat that will sustain you. You also need to be aware of predators and how to protect yourself from them.
Speaker (Other): What are some good sources of food and shelter in the wilderness?",,,,,,,,,,,,,,,,,,,
soda_12635_twotone_shutters_repaint_paint,"Listener (You): Hey, Karen. I'm in the mood to paint.
Speaker (Other): Okay, what are you going to paint?","The previous dialogue turn requires the listener has enough time and space to dedicate to painting without any interruptions.

The Speaker (Other) feels supportive of the listener's artistic pursuit.

The Speaker (Other) wants to recommend a nearby painting workshop to the listener.

The previous dialogue turn was caused by the listener seeing a mesmerizing view or object that sparked their imagination.

The Listener (You) wants to know if speaker has any paints or materials available.

The Speaker (Other) is open to participating in creative activities themselves.

The previous dialogue turn depends on preparing the workspace and protecting any surfaces or objects that should not be painted on.

Next, the listener might ask the speaker if they have any art supplies available for them to use.

The Speaker (Other) is motivated by their creativity and desire to express themselves through art.

The Listener (You) feels excited about the opportunity to paint.",,,,,,,,,,,,,,,,,,
soda_5728_favoriteyoure_haileighi_payback_blayke,"Speaker (Other): You're always bitching about something, Kaitlyn. What's your problem?
Listener (You): I don't have a problem, Keyla. I just think you could be a little more understanding sometimes.
Speaker (Other): What do you want me to understand? That you're never happy? That you're always complaining? I'm getting sick of it, Kaitlyn.
Listener (You): Well, I'm sorry if I'm not living up to your standards, Keyla. But I'm doing the best I can.
Speaker (Other): The best you can? That's not good enough, Kaitlyn. You're always saying you're going to change, but you never do. You're never happy with anything.","The Listener (You) feels dismissed and unsupported by speaker's constant criticism.

The Listener (You) wants to seek professional help to work on her happiness and self-improvement.

Next, there might be an awkward silence as both the speaker and listener struggle to find the right words to continue the conversation.

The Speaker (Other) feels regretful for speaking harshly and wishes they could have approached the conversation differently.

The previous dialogue turn was caused by the speaker's belief that kaitlyn is not taking accountability for her actions, and instead constantly placing blame on others.

The previous dialogue turn depends on accusing kaitlyn of being unproductive and failing to improve herself.

The Speaker (Other) wants to end the friendship with kaitlyn because she can't stand her constant complaining anymore.

The Speaker (Other) is a pessimist who expects the worst from people.

The Speaker (Other) is motivated by a desire for stability and predictability in their relationships.

The previous dialogue turn requires kaitlyn has been going through a difficult time in her personal life and is struggling to cope with stress and uncertainty.",,,,,,,,,,,,,,,,,,
soda_16782_elm_don_broad_map,"Speaker (Other): Hey, are you okay? You look lost.
Listener (You): Yeah, I'm fine. I'm just looking for my way home.
Speaker (Other): Where do you live? Maybe I can help you find your way.
Listener (You): I live on Elm Street.
Speaker (Other): Okay, let's see if we can find it on this map. (Don pulls out a map and starts looking for Elm Street) Do you see it? Is it nearby?",,,,,,,,,,,,,,,,,,,
soda_13382_spy_spying_informant_classified,"Speaker (Other): I can't believe you were a spy this whole time. I thought I could trust you.
Listener (You): I'm sorry, Westen. I know you're upset. But I had to do what I was told.
Speaker (Other): Who told you to spy on me? Was it the government? The enemy? Who?",,,,,,,,,,,,,,,,,,,
soda_4089_shed_sheathing_osb_4x8,"Speaker (Other): Hi, hon. I'm just getting started on the shed.
Listener (You): Okay. Let me know if you need any help.
Speaker (Other): I will. Thanks. So, I dug the hole for the foundation and now I'm cutting the wood to size.","The Speaker (Other) wants thanks for offering, but i think i can manage on my own for the moment.

The Speaker (Other) is taking on a project that requires some effort and commitment.

The Listener (You) feels relieved that the first step of digging the hole is done.

The previous dialogue turn was caused by a change in the weather or season, prompting the need for a covered storage space.

The Listener (You) wants to get some protective gear and join speaker to help with cutting and assembling the wooden frames for the shed.

The previous dialogue turn requires the speaker has all the necessary tools and equipment for cutting wood.

Next, the speaker might take a break for lunch before continuing with the construction.

The Speaker (Other) is motivated by a sense of responsibility to maintain and improve their property.

The previous dialogue turn depends on measuring the wood planks accurately using a measuring tape and then using a saw to cut them to the required length.

The Speaker (Other) feels grateful for the listener's offer to help and appreciates their support.",,,,,,,,,,,,,,,,,,
soda_4083_japan_destinations_immerse_asia,"Speaker (Other): Sarah, I'm so happy to see you! I've been feeling really down lately and could really use a friend.
Listener (You): Of course, Meilani. What's been going on?
Speaker (Other): Well, school has just been really hard lately. I'm not doing as well as I used to and my friends seem to be getting annoyed with me. They don't want to hang out with me as much anymore and it's just really lonely.
Listener (You): Oh, that sounds rough. Have you talked to your parents about how you're feeling?
Speaker (Other): No, I don't want to worry them. They already have a lot on their plate and I don't want to add to it.",,,,,,,,,,,,,,,,,,,
soda_6870_robber_demanded_robbery_cased,"Listener (You): Can you tell me what happened? The man looks shaken and Maira is trying to get as much information from him as possible.
Speaker (Other): I was just walking down the street when this guy came up to me and demanded my wallet. I didn't have time to react before he had already taken it and ran off. I'm so shaken up, I can't believe this happened.",,,,,,,,,,,,,,,,,,,
soda_4022_mechanic_auto_formechanics_clunkers,"Speaker (Other): Hi, Mr. Smith. I'm Kelson, one of your students in the auto mechanics program.
Listener (You): Hi, Kelson! What can I do for you?
Speaker (Other): Well, I was just wondering if I could ask you a few questions about becoming a mechanic.
Listener (You): Sure, fire away!
Speaker (Other): Okay, so first of all, what made you become a mechanic? Was it something you were always interested in or did you just kind of fall into it?",,,,,,,,,,,,,,,,,,,
soda_1317_knowgossip_elusive_morgan_assumes,"Speaker (Other): Hey, Jaxson. I'm glad we're finally talking like this. I've been wanting to get to know you better for a while now.
Listener (You): Yeah, I guess it's about time we had a proper conversation. You've been kind of elusive lately.
Speaker (Other): Elusive? Me? I don't know what you mean.",,,,,,,,,,,,,,,,,,,
soda_4351_pbj_welcomethank_pbjs_jelly,"Listener (You): Hi, Armin. I made some toast with peanut butter for you. I hope you like it.
Speaker (Other): It's delicious! Thank you so much, Jahzara.
Listener (You): You're welcome. I'm just happy to see you smile as you eat it.
Speaker (Other): Yeah, I really appreciate it. Peanut butter is my favorite food, so this hits the spot perfectly.",,,,,,,,,,,,,,,,,,,
soda_13990_graumans_culturally_boulevard_appalachian,"Speaker (Other): So, Rochelle, how do you like our little town? It's pretty small, but there's a lot going on.
Listener (You): I like it. It's been really great getting to know everyone. And there's always something to do, which is great. I'm originally from a pretty small town, so this is perfect for me.
Speaker (Other): Oh, yeah? What was it like growing up in a small town? I've always been curious about that.","The Listener (You) feels grateful for the opportunity to share their perspective and insights with speaker.

The previous dialogue turn depends on recognizing the listener's differences and asking for their perspective to gain a new understanding.

The Listener (You) wants to make some local friends who can show her more of what the town has to offer.

The Speaker (Other) wants to learn more about rochelle's hobbies and interests, to see if there are any groups or activities in town that she might enjoy joining.

The Speaker (Other) is motivated by a sense of curiosity and a desire to learn more about the experiences of others.

The previous dialogue turn was caused by the speaker's attempt to make a connection with the listener by learning about their upbringing.

Next, the listener might explain how small towns always have their own quirky traditions and festivals, such as parades, fairs, and community events that are not found in big cities.

The previous dialogue turn requires for this to happen, the listener must have mentioned growing up in a small town earlier in the conversation.

The Speaker (Other) is likely outgoing and social, given their interest in getting to know rochelle and the community.

The Speaker (Other) feels excited about having something in common with rochelle - both have experienced living in a small town.",,,,,,,,,,,,,,,,,,
soda_18466_distracted_preoccupied_caring_hiding,"Listener (You): Hey, what's up?
Speaker (Other): Not much. How are you doing?",,,,,,,,,,,,,,,,,,,
